Region Name,Country,Type,Subsidies amount (USD in 2018),Data Type,Source of information
Europe,France,Tax exemption,3382038.45,Reported,"['Republique Francaise, Loi De Finances 2018, Evaluations des Voies et Moyens, Tome II Depenses Fiscales']"
Europe,France,Fishing access,14783246.57,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,France,Fuel subsidies,87393045.8829147,Modeled,
Europe,France,Fisher assistance,37455212.070714,Reported,"['European Maritime and Fisheries Fund - Operational Programme for France (2014)', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,France,Vessel buyback,984896.606974455,Reported,['European Maritime and Fisheries Fund - Operational Programme for France (2014)']
Europe,France,Rural fisher communities,0,not found evidence of subsidy,
Europe,Georgia,Fisheries mangt.,9901778.99394102,Modeled,
Europe,Georgia,Fishery R&D,2320016.16078945,Modeled,
Europe,Georgia,MPAs,492877.862747462,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Georgia,Boat constsruct. & renov.,0,not found evidence of subsidy,
Europe,Georgia,Fisheries dev. projects,1354512.45730791,Modeled,
Europe,Georgia,Fishing port develop.,0,not found evidence of subsidy,
Europe,Georgia,Markt. & storage infrast.,1028795.07253499,Modeled,
Europe,Georgia,Tax exemption,0,not found evidence of subsidy,
Europe,Georgia,Fishing access,55214.75,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Georgia,Fuel subsidies,0,not found evidence of subsidy,
Europe,Georgia,Fisher assistance,0,not found evidence of subsidy,
Europe,Georgia,Vessel buyback,0,not found evidence of subsidy,
Europe,Georgia,Rural fisher communities,1240861.29034998,Modeled,
Europe,Germany,Fisheries mangt.,75911271.7119273,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)']
Europe,Germany,Fishery R&D,55600.3752516497,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)']
Europe,Germany,MPAs,46176231.3579242,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Germany,Boat constsruct. & renov.,69654.4639867897,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)']
Europe,Germany,Fisheries dev. projects,12716980.4914828,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)']
Europe,Germany,Fishing port develop.,15390944.5928449,Reported,"['Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Germany,Markt. & storage infrast.,1913311.37647352,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)']
Europe,Germany,Tax exemption,17155068.5433083,Modeled,
Europe,Germany,Fishing access,5787534.17,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Germany,Fuel subsidies,17713136.8842946,Modeled,
Europe,Germany,Fisher assistance,164824.833045109,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)']
Europe,Germany,Vessel buyback,1914929.64405379,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)']
Europe,Germany,Rural fisher communities,0,not found evidence of subsidy,
Europe,Greece,Fisheries mangt.,5672223.55251352,Reported,['European Maritime and Fisheries Fund - Operational Programme for Greece (2014)']
Europe,Greece,Fishery R&D,18576451.4853961,Modeled,
Europe,Greece,MPAs,40727603.1971833,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Greece,Boat constsruct. & renov.,10978433.2754294,Modeled,
Europe,Greece,Fisheries dev. projects,555270.129907899,Reported,['European Maritime and Fisheries Fund - Operational Programme for Greece (2014)']
Europe,Greece,Fishing port develop.,3334540.53833512,Reported,['European Maritime and Fisheries Fund - Operational Programme for Greece (2014)']
Europe,Greece,Markt. & storage infrast.,225469.23,Reported,['European Maritime and Fisheries Fund - Operational Programme for Greece (2014)']
Europe,Greece,Tax exemption,38226129.6487987,Modeled,
Europe,Greece,Fishing access,3851613.15,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Greece,Fuel subsidies,87456111.4226462,Reported,['   2019']
Europe,Greece,Fisher assistance,7345529.48880434,Modeled,
Europe,Greece,Vessel buyback,2428444.52536875,Reported,['European Maritime and Fisheries Fund - Operational Programme for Greece (2014)']
Europe,Greece,Rural fisher communities,0,not found evidence of subsidy,
Europe,Iceland,Fisheries mangt.,35767416.3136873,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'Iceland Ministry of Fisheries and Agriculture 2017']"
Europe,Iceland,Fishery R&D,20569572.2550371,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'Iceland Ministry of Fisheries and Agriculture 2017']"
Europe,Iceland,MPAs,1531853.96018689,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Iceland,Boat constsruct. & renov.,0,not found evidence of subsidy,
Europe,Iceland,Fisheries dev. projects,0,not found evidence of subsidy,
Europe,Iceland,Fishing port develop.,0,not found evidence of subsidy,
Europe,Iceland,Markt. & storage infrast.,8645022.57746421,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'Iceland Ministry of Fisheries and Agriculture 2017']"
Europe,Iceland,Tax exemption,68865010.3929219,Modeled,
Europe,Iceland,Fishing access,13355709.04,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Iceland,Fuel subsidies,0,Reported,['Pers. Communication Hreidar por Valtysson']
Europe,Iceland,Fisher assistance,13233093.9395514,Modeled,
Europe,Iceland,Vessel buyback,0,not found evidence of subsidy,
Europe,Iceland,Rural fisher communities,0,not found evidence of subsidy,
Europe,Ireland,Fisheries mangt.,58460651.98722,Reported,"['Department of Agriculture, Food and the Marine, Annual Report (2017)', 'Annual Implementation Report for the European Maritime and Fisheries Fund for Ireland (2017)', 'Marine Institute, Annual Report (2016)']"
Europe,Ireland,Fishery R&D,674664.154126463,Reported,"['Marine Institute, Annual Report (2016)']"
Europe,Ireland,MPAs,44553479.6471495,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Ireland,Boat constsruct. & renov.,5806200.89590651,Modeled,
Europe,Ireland,Fisheries dev. projects,588949.960517155,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Ireland (2017)']
Europe,Ireland,Fishing port develop.,24496678.00184,Reported,"['Department of Agriculture, Food and the Marine, Annual Report (2017)']"
Europe,Ireland,Markt. & storage infrast.,15566418.4947142,Reported,"['Bord Iascaigh Mhara, Annual Report (2016)', 'Department of Agriculture, Food and the Marine, Annual Report (2017)', 'Annual Implementation Report for the European Maritime and Fisheries Fund for Ireland (2017)']"
Europe,Ireland,Tax exemption,353844.836080312,Reported,"['Ireland Cost of Tax Allowances, Credits, Exemptions, and Reliefs 2018']"
Europe,Ireland,Fishing access,2518249.25,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Ireland,Fuel subsidies,18986601.2704478,Modeled,
Europe,Ireland,Fisher assistance,479754.623585557,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Ireland (2017)']
Europe,Ireland,Vessel buyback,0,not found evidence of subsidy,
Europe,Ireland,Rural fisher communities,0,not found evidence of subsidy,
Europe,Italy,Fisheries mangt.,5087203.79210319,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Italy (2017)']
Europe,Italy,Fishery R&D,5617141.4822769,Reported,"['Annual Implementation Report for the European Maritime and Fisheries Fund for Italy (2017)', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Italy,MPAs,58137958.8041752,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Italy,Boat constsruct. & renov.,18805905.7519838,Modeled,
Europe,Italy,Fisheries dev. projects,1490253.04531405,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Italy (2017)']
Europe,Italy,Fishing port develop.,0,not found evidence of subsidy,
Europe,Italy,Markt. & storage infrast.,20267742.8974714,Reported,"['Annual Implementation Report for the European Maritime and Fisheries Fund for Italy (2017)', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Italy,Tax exemption,21977613.19425,Reported,['Italy Rapporto annuale sulle spese fiscali 2017']
Europe,Italy,Fishing access,26327033.95,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Italy,Fuel subsidies,103927228.132813,Modeled,
Europe,Italy,Fisher assistance,12582791.3509334,Modeled,
Europe,Italy,Vessel buyback,80816037.3267187,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Italy (2017)']
Europe,Italy,Rural fisher communities,0,not found evidence of subsidy,
Europe,Latvia,Fisheries mangt.,1501625.0718,Reported,['European Maritime and Fisheries Fund - Operational Programme for Latvia (2014)']
Europe,Latvia,Fishery R&D,754535.865729658,Modeled,
Europe,Latvia,MPAs,8320886.73674839,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Latvia,Boat constsruct. & renov.,1149326.80112034,Modeled,
Europe,Latvia,Fisheries dev. projects,1314872.54991906,Reported,['European Maritime and Fisheries Fund - Operational Programme for Latvia (2014)']
Europe,Latvia,Fishing port develop.,1305355.23443115,Reported,['European Maritime and Fisheries Fund - Operational Programme for Latvia (2014)']
Europe,Latvia,Markt. & storage infrast.,2931099.99,Reported,['European Maritime and Fisheries Fund - Operational Programme for Latvia (2014)']
Europe,Latvia,Tax exemption,0,not found evidence of subsidy,
Europe,Latvia,Fishing access,13676453.32,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Latvia,Fuel subsidies,9259273.10994569,Modeled,
Europe,Latvia,Fisher assistance,768999.883507729,Modeled,
Europe,Latvia,Vessel buyback,137647.83756885,Reported,['European Maritime and Fisheries Fund - Operational Programme for Latvia (2014)']
Europe,Latvia,Rural fisher communities,0,not found evidence of subsidy,
Europe,Lithuania,Fisheries mangt.,304383.4605,Reported,['European Maritime and Fisheries Fund - Operational Programme for Lithuania (2014)']
Europe,Lithuania,Fishery R&D,294866.614638891,Modeled,
Europe,Lithuania,MPAs,7590381.57124885,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Lithuania,Boat constsruct. & renov.,1748424.10591323,Modeled,
Europe,Lithuania,Fisheries dev. projects,518293.379110206,Reported,['European Maritime and Fisheries Fund - Operational Programme for Lithuania (2014)']
Europe,Lithuania,Fishing port develop.,563704.6406922,Reported,['European Maritime and Fisheries Fund - Operational Programme for Lithuania (2014)']
Europe,Lithuania,Markt. & storage infrast.,555556.18272,Reported,['European Maritime and Fisheries Fund - Operational Programme for Lithuania (2014)']
Europe,Lithuania,Tax exemption,6087889.30778556,Modeled,
Europe,Lithuania,Fishing access,7697219.27,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Lithuania,Fuel subsidies,368084.731766971,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Lithuania,Fisher assistance,1169848.23851558,Modeled,
Europe,Lithuania,Vessel buyback,644.8419978,Reported,['European Maritime and Fisheries Fund - Operational Programme for Lithuania (2014)']
Europe,Lithuania,Rural fisher communities,0,not found evidence of subsidy,
Europe,Malta,Fisheries mangt.,1116167.32944397,Modeled,
Europe,Malta,Fishery R&D,261521.312891325,Modeled,
Europe,Malta,MPAs,8878676.27415337,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Malta,Boat constsruct. & renov.,2025845.10960426,Modeled,
Europe,Malta,Fisheries dev. projects,0,not found evidence of subsidy,
Europe,Malta,Fishing port develop.,0,not found evidence of subsidy,
Europe,Malta,Markt. & storage infrast.,4551156.17692614,Modeled,
Europe,Malta,Tax exemption,0,not found evidence of subsidy,
Europe,Malta,Fishing access,4145226.03,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Malta,Fuel subsidies,3588460.68954004,Modeled,
Europe,Malta,Fisher assistance,1355467.08888351,Modeled,
Europe,Malta,Vessel buyback,1476223.26437116,Modeled,
Europe,Malta,Rural fisher communities,0,not found evidence of subsidy,
Europe,Monaco,Fisheries mangt.,0,not found evidence of subsidy,
Europe,Monaco,Fishery R&D,0,not found evidence of subsidy,
Europe,Monaco,MPAs,0,not found evidence of subsidy,
Europe,Monaco,Boat constsruct. & renov.,0,not found evidence of subsidy,
Europe,Monaco,Fisheries dev. projects,0,not found evidence of subsidy,
Europe,Monaco,Fishing port develop.,0,not found evidence of subsidy,
Europe,Monaco,Markt. & storage infrast.,0,not found evidence of subsidy,
Europe,Monaco,Tax exemption,0,not found evidence of subsidy,
Europe,Monaco,Fishing access,0,not found evidence of subsidy,
Europe,Monaco,Fuel subsidies,0,not found evidence of subsidy,
Europe,Monaco,Fisher assistance,0,not found evidence of subsidy,
Europe,Monaco,Vessel buyback,0,not found evidence of subsidy,
Europe,Monaco,Rural fisher communities,0,not found evidence of subsidy,
Europe,Montenegro,Fisheries mangt.,280103.815392833,Modeled,
Europe,Montenegro,Fishery R&D,0,not found evidence of subsidy,
Europe,Montenegro,MPAs,34342.3113001112,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Montenegro,Boat constsruct. & renov.,0,not found evidence of subsidy,
Europe,Montenegro,Fisheries dev. projects,95855.7707550028,Modeled,
Europe,Montenegro,Fishing port develop.,0,not found evidence of subsidy,
Europe,Montenegro,Markt. & storage infrast.,0,not found evidence of subsidy,
Europe,Montenegro,Tax exemption,0,not found evidence of subsidy,
Europe,Montenegro,Fishing access,0,not found evidence of subsidy,
Europe,Montenegro,Fuel subsidies,0,Reported,['Ministry of Agriculture and Rural Development (2011) Report 34 Fishery Sector Study for the IPARD Programme']
Europe,Montenegro,Fisher assistance,0,not found evidence of subsidy,
Europe,Montenegro,Vessel buyback,0,not found evidence of subsidy,
Europe,Montenegro,Rural fisher communities,0,not found evidence of subsidy,
Europe,Netherlands,Fisheries mangt.,18786099.322975,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)', 'Ministry of Agriculture, Nature and Food Quality Data base']"
Europe,Netherlands,Fishery R&D,1127059.84917175,Reported,"['Ministry of Agriculture, Nature and Food Quality Data base']"
Europe,Netherlands,MPAs,22549581.4764229,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Netherlands,Boat constsruct. & renov.,10239799.6497935,Modeled,
Europe,Netherlands,Fisheries dev. projects,935123.71077888,Reported,"['Ministry of Agriculture, Nature and Food Quality Data base']"
Europe,Netherlands,Fishing port develop.,0,not found evidence of subsidy,
Europe,Netherlands,Markt. & storage infrast.,2180051.71474657,Reported,"['Ministry of Agriculture, Nature and Food Quality Data base']"
Europe,Netherlands,Tax exemption,35654259.5077546,Modeled,
Europe,Netherlands,Fishing access,9927304.9,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Netherlands,Fuel subsidies,82563795.0854063,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Netherlands,Fisher assistance,6851319.16366858,Modeled,
Europe,Netherlands,Vessel buyback,7461691.1203432,Modeled,
Europe,Netherlands,Rural fisher communities,0,not found evidence of subsidy,
Europe,Norway,Fisheries mangt.,117729335.323093,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Norway,Fishery R&D,83106764.4290436,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Norway,MPAs,76910276.9220441,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Norway,Boat constsruct. & renov.,55851241.764293,Modeled,
Europe,Norway,Fisheries dev. projects,165197116.714304,Modeled,
Europe,Norway,Fishing port develop.,0,not found evidence of subsidy,
Europe,Norway,Markt. & storage infrast.,4202313.63250225,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Norway,Tax exemption,194470081.036654,Modeled,
Europe,Norway,Fishing access,49260505.61,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Norway,Fuel subsidies,58254825.8819861,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Norway,Fisher assistance,170877.210960182,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Norway,Vessel buyback,40698522.3330195,Modeled,
Europe,Norway,Rural fisher communities,0,not found evidence of subsidy,
Europe,Poland,Fisheries mangt.,992064.612,Reported,['European Maritime and Fisheries Fund - Operational Programme for Poland (2014)']
Europe,Poland,Fishery R&D,2108920.11131616,Modeled,
Europe,Poland,MPAs,12310429.7753113,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Poland,Boat constsruct. & renov.,5180732.12005713,Modeled,
Europe,Poland,Fisheries dev. projects,5474992.56236411,Reported,['European Maritime and Fisheries Fund - Operational Programme for Poland (2014)']
Europe,Poland,Fishing port develop.,904061.7168387,Reported,['European Maritime and Fisheries Fund - Operational Programme for Poland (2014)']
Europe,Poland,Markt. & storage infrast.,4661049.84832449,Reported,['European Maritime and Fisheries Fund - Operational Programme for Poland (2014)']
Europe,Poland,Tax exemption,18038943.5112046,Modeled,
Europe,Poland,Fishing access,12753918.68,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Poland,Fuel subsidies,9907748.06055237,Modeled,
Europe,Poland,Fisher assistance,3466361.69358027,Modeled,
Europe,Poland,Vessel buyback,336019.0481613,Reported,['European Maritime and Fisheries Fund - Operational Programme for Poland (2014)']
Europe,Poland,Rural fisher communities,0,not found evidence of subsidy,
Europe,Portugal,Fisheries mangt.,3503115.77443772,Reported,['European Maritime and Fisheries Fund - Operational Programme for Portugal (2014)']
Europe,Portugal,Fishery R&D,11132888.9717453,Modeled,
Europe,Portugal,MPAs,28305028.0921986,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Portugal,Boat constsruct. & renov.,240467.4431796,Reported,['European Maritime and Fisheries Fund - Operational Programme for Portugal (2014)']
Europe,Portugal,Fisheries dev. projects,2105986.21131118,Reported,['European Maritime and Fisheries Fund - Operational Programme for Portugal (2014)']
Europe,Portugal,Fishing port develop.,1071028.4457306,Reported,['European Maritime and Fisheries Fund - Operational Programme for Portugal (2014)']
Europe,Portugal,Markt. & storage infrast.,2771668.4427747,Reported,['European Maritime and Fisheries Fund - Operational Programme for Portugal (2014)']
Europe,Portugal,Tax exemption,0,not found evidence of subsidy,
Europe,Portugal,Fishing access,3488440.12,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Portugal,Fuel subsidies,86191614.7770233,Modeled,
Europe,Portugal,Fisher assistance,1437098.0328663,Reported,['European Maritime and Fisheries Fund - Operational Programme for Portugal (2014)']
Europe,Portugal,Vessel buyback,480934.8863592,Reported,['European Maritime and Fisheries Fund - Operational Programme for Portugal (2014)']
Europe,Portugal,Rural fisher communities,0,not found evidence of subsidy,
Europe,Romania,Fisheries mangt.,596042.321904297,Modeled,
Europe,Romania,Fishery R&D,139654.482308542,Modeled,
Europe,Romania,MPAs,3903249.21255858,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Romania,Boat constsruct. & renov.,45347.5657372604,Modeled,
Europe,Romania,Fisheries dev. projects,134129.28474219,Modeled,
Europe,Romania,Fishing port develop.,0,not found evidence of subsidy,
Europe,Romania,Markt. & storage infrast.,101875.436051482,Modeled,
Europe,Romania,Tax exemption,157897.022611556,Modeled,
Europe,Romania,Fishing access,4792700.09,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Romania,Fuel subsidies,737947.284769028,Modeled,
Europe,Romania,Fisher assistance,30341.4770588484,Modeled,
Europe,Romania,Vessel buyback,0,not found evidence of subsidy,
Europe,Romania,Rural fisher communities,0,not found evidence of subsidy,
Europe,Russian Federation,Fisheries mangt.,135078647.141318,Reported,['DG MARE (2017) Study on the subsidies to the fisheries sector in major fishing nations beyond the EU']
Europe,Russian Federation,Fishery R&D,125468311.964241,Modeled,
Europe,Russian Federation,MPAs,34949718.4891279,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Russian Federation,Boat constsruct. & renov.,10062774.3182217,Reported,['DG MARE (2017) Study on the subsidies to the fisheries sector in major fishing nations beyond the EU']
Europe,Russian Federation,Fisheries dev. projects,58669753.9631259,Reported,['DG MARE (2017) Study on the subsidies to the fisheries sector in major fishing nations beyond the EU']
Europe,Russian Federation,Fishing port develop.,1443977.64866489,Reported,['DG MARE (2017) Study on the subsidies to the fisheries sector in major fishing nations beyond the EU']
Europe,Russian Federation,Markt. & storage infrast.,20706266.6726442,Reported,['DG MARE (2017) Study on the subsidies to the fisheries sector in major fishing nations beyond the EU']
Europe,Russian Federation,Tax exemption,980113207.610793,Reported,"['DG MARE (2017) Study on the subsidies to the fisheries sector in major fishing nations beyond the EU', '  2015-21']"
Europe,Russian Federation,Fishing access,89174582.28,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Russian Federation,Fuel subsidies,1844332.03056812,Reported,['DG MARE (2017) Study on the subsidies to the fisheries sector in major fishing nations beyond the EU']
Europe,Russian Federation,Fisher assistance,1270701.20216307,Reported,['DG MARE (2017) Study on the subsidies to the fisheries sector in major fishing nations beyond the EU']
Europe,Russian Federation,Vessel buyback,52939694.1404528,Modeled,
Europe,Russian Federation,Rural fisher communities,0,not found evidence of subsidy,
Europe,Slovenia,Fisheries mangt.,681151.309454602,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Slovenia,Fishery R&D,591385.592472174,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Slovenia,MPAs,2040485.54667585,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Slovenia,Boat constsruct. & renov.,19023.1742245952,Modeled,
Europe,Slovenia,Fisheries dev. projects,34403.1539293018,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Slovenia,Fishing port develop.,51897.2426251125,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Slovenia,Markt. & storage infrast.,42736.4542662007,Modeled,
Europe,Slovenia,Tax exemption,0,not found evidence of subsidy,
Europe,Slovenia,Fishing access,1439347.51,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Slovenia,Fuel subsidies,70948.2485996765,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Slovenia,Fisher assistance,12728.1629110199,Modeled,
Europe,Slovenia,Vessel buyback,0,not found evidence of subsidy,
Europe,Slovenia,Rural fisher communities,0,not found evidence of subsidy,
Europe,Spain,Fisheries mangt.,25413428.3102973,Reported,['European Maritime and Fisheries Fund - Operational Programme for Spain (2014)']
Europe,Spain,Fishery R&D,36118031.0095469,Modeled,
Europe,Spain,MPAs,88665450.1169557,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Spain,Boat constsruct. & renov.,4823053.74306128,Reported,"['OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Spain,Fisheries dev. projects,16033494.3356972,Reported,['European Maritime and Fisheries Fund - Operational Programme for Spain (2014)']
Europe,Spain,Fishing port develop.,7675249.9163529,Reported,['European Maritime and Fisheries Fund - Operational Programme for Spain (2014)']
Europe,Spain,Markt. & storage infrast.,16243693.9326585,Reported,['European Maritime and Fisheries Fund - Operational Programme for Spain (2014)']
Europe,Spain,Tax exemption,461545847.820133,Reported,['Memoria de Beneficios Fiscales 2018']
Europe,Spain,Fishing access,90588507.18,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Europe,Spain,Fuel subsidies,85922565.7362578,Reported,['Memoria de Beneficios Fiscales 2018']
Europe,Spain,Fisher assistance,3622852.51211877,Reported,"['European Maritime and Fisheries Fund - Operational Programme for Spain (2014)', 'OECD, Fisheries Support Estimate (stats.oecd.org/)']"
Europe,Spain,Vessel buyback,7000077.7977333,Reported,['European Maritime and Fisheries Fund - Operational Programme for Spain (2014)']
Europe,Spain,Rural fisher communities,0,not found evidence of subsidy,
Europe,Sweden,Fisheries mangt.,26719135.0074251,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Sweden (2017)']
Europe,Sweden,Fishery R&D,627378.52794813,Reported,['Annual Implementation Report for the European Maritime and Fisheries Fund for Sweden (2017)']
Europe,Sweden,MPAs,150338399.62374,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Europe,Sweden,Boat constsruct. & renov.,2655791.66380904,Modeled,
